timestamp,price_EUR_MWh
2024-08-18 19:00,76.24
2024-08-18 20:00,85.28
2024-08-18 21:00,81.44
2024-08-18 22:00,74.35
2024-08-18 23:00,74.35
2024-08-19 00:00,89.01
2024-08-19 01:00,78.49
2024-08-19 02:00,74.35
2024-08-19 03:00,75.78
2024-08-19 04:00,75.79
2024-08-19 05:00,76.63
2024-08-19 06:00,93.53
2024-08-19 07:00,128.85
2024-08-19 08:00,131.41
2024-08-19 09:00,110.34
2024-08-19 10:00,83.37
2024-08-19 11:00,87.69
2024-08-19 12:00,75.7
2024-08-19 13:00,71.81
2024-08-19 14:00,72.8
2024-08-19 15:00,76.41
2024-08-19 16:00,86.67
2024-08-19 17:00,80.76
2024-08-19 18:00,124.44
2024-08-19 19:00,123.87
2024-08-19 20:00,130.66
2024-08-19 21:00,113.54
2024-08-19 22:00,105.41
2024-08-19 23:00,88.71
2024-08-20 00:00,72.56
2024-08-20 01:00,70.35
2024-08-20 02:00,68.7
2024-08-20 03:00,67.03
2024-08-20 04:00,68.69
2024-08-20 05:00,70.32
2024-08-20 06:00,77.1
2024-08-20 07:00,79.61
2024-08-20 08:00,80.13
2024-08-20 09:00,78.8
2024-08-20 10:00,75.86
2024-08-20 11:00,54.0
2024-08-20 12:00,32.5
2024-08-20 13:00,23.88
2024-08-20 14:00,29.4
2024-08-20 15:00,48.69
2024-08-20 16:00,70.9
2024-08-20 17:00,94.46
2024-08-20 18:00,103.08
2024-08-20 19:00,88.98
2024-08-20 20:00,111.09
2024-08-20 21:00,103.09
2024-08-20 22:00,100.03
2024-08-20 23:00,82.01
2024-08-21 00:00,89.46
2024-08-21 01:00,83.91
2024-08-21 02:00,74.67
2024-08-21 03:00,68.04
2024-08-21 04:00,63.62
2024-08-21 05:00,70.2
2024-08-21 06:00,87.3
2024-08-21 07:00,92.19
2024-08-21 08:00,85.61
2024-08-21 09:00,67.47
2024-08-21 10:00,61.67
2024-08-21 11:00,56.31
2024-08-21 12:00,49.34
2024-08-21 13:00,37.98
2024-08-21 14:00,22.39
2024-08-21 15:00,40.81
2024-08-21 16:00,52.09
2024-08-21 17:00,52.02
2024-08-21 18:00,72.35
2024-08-21 19:00,95.97
2024-08-21 20:00,97.1
2024-08-21 21:00,93.9
2024-08-21 22:00,92.62
2024-08-21 23:00,88.1
2024-08-22 00:00,77.67
2024-08-22 01:00,74.86
2024-08-22 02:00,72.53
2024-08-22 03:00,72.16
2024-08-22 04:00,71.43
2024-08-22 05:00,81.55
2024-08-22 06:00,97.07
2024-08-22 07:00,96.43
2024-08-22 08:00,97.2
2024-08-22 09:00,72.59
2024-08-22 10:00,54.33
2024-08-22 11:00,51.96
2024-08-22 12:00,0.03
2024-08-22 13:00,-4.93
2024-08-22 14:00,-5.94
2024-08-22 15:00,15.96
2024-08-22 16:00,7.96
2024-08-22 17:00,59.81
2024-08-22 18:00,90.54
2024-08-22 19:00,107.09
2024-08-22 20:00,114.96
2024-08-22 21:00,89.62
2024-08-22 22:00,93.3
2024-08-22 23:00,81.98
2024-08-23 00:00,70.33
2024-08-23 01:00,61.48
2024-08-23 02:00,56.04
2024-08-23 03:00,56.3
2024-08-23 04:00,53.29
2024-08-23 05:00,58.06
2024-08-23 06:00,74.44
2024-08-23 07:00,77.8
2024-08-23 08:00,61.47
2024-08-23 09:00,61.42
2024-08-23 10:00,51.99
2024-08-23 11:00,20.01
2024-08-23 12:00,0.67
2024-08-23 13:00,-0.07
2024-08-23 14:00,0.98
2024-08-23 15:00,35.05
2024-08-23 16:00,56.41
2024-08-23 17:00,56.42
2024-08-23 18:00,59.74
2024-08-23 19:00,90.93
2024-08-23 20:00,99.24
2024-08-23 21:00,95.81
2024-08-23 22:00,98.04
2024-08-23 23:00,95.44
2024-08-24 00:00,97.44
2024-08-24 01:00,95.84
2024-08-24 02:00,93.34
2024-08-24 03:00,92.07
2024-08-24 04:00,90.15
2024-08-24 05:00,90.07
2024-08-24 06:00,90.3
2024-08-24 07:00,81.0
2024-08-24 08:00,60.63
2024-08-24 09:00,16.43
2024-08-24 10:00,0.02
2024-08-24 11:00,-12.13
2024-08-24 12:00,-24.4
2024-08-24 13:00,-41.01
2024-08-24 14:00,-43.78
2024-08-24 15:00,-36.06
2024-08-24 16:00,-12.1
2024-08-24 17:00,0.09
2024-08-24 18:00,58.2
2024-08-24 19:00,80.15
2024-08-24 20:00,77.18
2024-08-24 21:00,72.58
2024-08-24 22:00,68.32
2024-08-24 23:00,52.7
2024-08-25 00:00,17.46
2024-08-25 01:00,5.06
2024-08-25 02:00,6.0
2024-08-25 03:00,0.96
2024-08-25 04:00,0.75
2024-08-25 05:00,6.25
